t, x, y 
0.405250, -0.562808, 2.133251 
0.405500, -0.563350, 2.132191 
0.405750, -0.564156, 2.130601 
0.406000, -0.564690, 2.129540 
0.406250, -0.565486, 2.127948 
0.406500, -0.566013, 2.126886 
0.406750, -0.566798, 2.125291 
0.407000, -0.567318, 2.124228 
0.407250, -0.568092, 2.122632 
0.407500, -0.568605, 2.121567 
0.407750, -0.569368, 2.119969 
0.408000, -0.569873, 2.118903 
0.408250, -0.570625, 2.117304 
0.408500, -0.571123, 2.116236 
0.408750, -0.571865, 2.114635 
0.409000, -0.572355, 2.113567 
0.409250, -0.573086, 2.111964 
0.409500, -0.573569, 2.110895 
0.409750, -0.574289, 2.109290 
0.410000, -0.574765, 2.108220 
0.410250, -0.575474, 2.106614 
0.410500, -0.575942, 2.105543 
0.410750, -0.576640, 2.103935 
0.411000, -0.577101, 2.102863 
0.411250, -0.577788, 2.101254 
0.411500, -0.578242, 2.100181 
0.411750, -0.578917, 2.098571 
0.412000, -0.579364, 2.097497 
0.412250, -0.580029, 2.095886 
0.412500, -0.580468, 2.094811 
0.412750, -0.581121, 2.093199 
0.413000, -0.581553, 2.092124 
0.413250, -0.582196, 2.090510 
0.413500, -0.582620, 2.089434 
0.413750, -0.583252, 2.087820 
0.414000, -0.583669, 2.086743 
0.414250, -0.584289, 2.085128 
0.414500, -0.584699, 2.084051 
0.414750, -0.585308, 2.082434 
0.415000, -0.585710, 2.081357 
0.415250, -0.586308, 2.079740 
0.415500, -0.586703, 2.078662 
0.415750, -0.587290, 2.077044 
0.416000, -0.587677, 2.075965 
0.416250, -0.588253, 2.074347 
0.416500, -0.588633, 2.073268 
0.416750, -0.589197, 2.071649 
0.417000, -0.589570, 2.070570 
0.417250, -0.590123, 2.068950 
0.417500, -0.590489, 2.067871 
0.417750, -0.591031, 2.066251 
0.418000, -0.591389, 2.065171 
0.418250, -0.591920, 2.063551 
0.418500, -0.592270, 2.062471 
0.418750, -0.592790, 2.060851 
0.419000, -0.593132, 2.059771 
0.419250, -0.593641, 2.058150 
0.419500, -0.593976, 2.057070 
0.419750, -0.594474, 2.055449 
0.420000, -0.594802, 2.054369 
0.420250, -0.595288, 2.052748 
0.420500, -0.595608, 2.051668 
0.420750, -0.596083, 2.050048 
0.421000, -0.596396, 2.048967 
0.421250, -0.596860, 2.047347 
0.421500, -0.597165, 2.046267 
0.421750, -0.597618, 2.044647 
0.422000, -0.597916, 2.043567 
0.422250, -0.598357, 2.041947 
0.422500, -0.598648, 2.040867 
0.422750, -0.599078, 2.039248 
0.423000, -0.599361, 2.038168 
0.423250, -0.599780, 2.036549 
0.423500, -0.600055, 2.035470 
0.423750, -0.600463, 2.033851 
0.424000, -0.600731, 2.032773 
0.424250, -0.601127, 2.031155 
0.424500, -0.601388, 2.030076 
0.424750, -0.601773, 2.028459 
0.425000, -0.602026, 2.027381 
0.425250, -0.602400, 2.025765 
0.425500, -0.602646, 2.024687 
0.425750, -0.603009, 2.023072 
0.426000, -0.603247, 2.021995 
0.426250, -0.603598, 2.020380 
0.426500, -0.603829, 2.019304 
0.426750, -0.604169, 2.017690 
0.427000, -0.604393, 2.016615 
0.427250, -0.604722, 2.015002 
0.427500, -0.604938, 2.013927 
0.427750, -0.605255, 2.012316 
0.428000, -0.605464, 2.011242 
0.428250, -0.605771, 2.009632 
0.428500, -0.605971, 2.008558 
0.428750, -0.606267, 2.006950 
0.429000, -0.606460, 2.005877 
0.429250, -0.606745, 2.004270 
0.429500, -0.606931, 2.003198 
0.429750, -0.607204, 2.001592 
0.430000, -0.607382, 2.000522 
0.430250, -0.607644, 1.998918 
0.430500, -0.607815, 1.997848 
0.430750, -0.608066, 1.996246 
0.431000, -0.608230, 1.995177 
0.431250, -0.608470, 1.993576 
0.431500, -0.608626, 1.992509 
0.431750, -0.608854, 1.990910 
0.432000, -0.609003, 1.989844 
0.432250, -0.609221, 1.988247 
0.432500, -0.609362, 1.987182 
0.432750, -0.609568, 1.985587 
0.433000, -0.609702, 1.984524 
0.433250, -0.609898, 1.982930 
0.433500, -0.610024, 1.981869 
0.433750, -0.610208, 1.980277 
0.434000, -0.610328, 1.979217 
0.434250, -0.610501, 1.977628 
0.434500, -0.610613, 1.976569 
0.434750, -0.610775, 1.974982 
0.435000, -0.610879, 1.973925 
0.435250, -0.611030, 1.972340 
0.435500, -0.611127, 1.971285 
0.435750, -0.611267, 1.969703 
0.436000, -0.611357, 1.968649 
0.436250, -0.611486, 1.967069 
0.436500, -0.611569, 1.966017 
0.436750, -0.611687, 1.964440 
0.437000, -0.611762, 1.963390 
0.437250, -0.611869, 1.961815 
0.437500, -0.611937, 1.960767 
0.437750, -0.612033, 1.959195 
0.438000, -0.612094, 1.958148 
0.438250, -0.612179, 1.956580 
0.438500, -0.612232, 1.955535 
0.438750, -0.612307, 1.953969 
0.439000, -0.612353, 1.952927 
0.439250, -0.612416, 1.951364 
0.439500, -0.612455, 1.950323 
0.439750, -0.612508, 1.948764 
0.440000, -0.612539, 1.947725 
0.440250, -0.612581, 1.946169 
0.440500, -0.612605, 1.945132 
0.440750, -0.612637, 1.943579 
0.441000, -0.612654, 1.942545 
0.441250, -0.612674, 1.940995 
0.441500, -0.612684, 1.939963 
0.441750, -0.612693, 1.938417 
0.442000, -0.612696, 1.937387 
0.442250, -0.612695, 1.935844 
0.442500, -0.612691, 1.934817 
0.442750, -0.612679, 1.933278 
0.443000, -0.612667, 1.932253 
0.443250, -0.612645, 1.930718 
0.443500, -0.612626, 1.929695 
0.443750, -0.612593, 1.928164 
0.444000, -0.612567, 1.927144 
0.444250, -0.612523, 1.925616 
0.444500, -0.612490, 1.924599 
0.444750, -0.612436, 1.923075 
0.445000, -0.612396, 1.922060 
0.445250, -0.612331, 1.920541 
0.445500, -0.612284, 1.919529 
0.445750, -0.612209, 1.918013 
0.446000, -0.612155, 1.917004 
0.446250, -0.612069, 1.915492 
0.446500, -0.612008, 1.914486 
0.446750, -0.611911, 1.912979 
0.447000, -0.611844, 1.911976 
0.447250, -0.611737, 1.910473 
0.447500, -0.611662, 1.909472 
0.447750, -0.611545, 1.907974 
0.448000, -0.611463, 1.906976 
0.448250, -0.611335, 1.905483 
0.448500, -0.611247, 1.904488 
0.448750, -0.611108, 1.902999 
0.449000, -0.611013, 1.902008 
0.449250, -0.610865, 1.900523 
0.449500, -0.610762, 1.899535 
0.449750, -0.610604, 1.898055 
0.450000, -0.610494, 1.897070 
0.450250, -0.610325, 1.895595 
0.450500, -0.610209, 1.894614 
0.450750, -0.610030, 1.893144 
0.451000, -0.609908, 1.892165 
0.451250, -0.609718, 1.890700 
0.451500, -0.609589, 1.889725 
0.451750, -0.609389, 1.888266 
0.452000, -0.609253, 1.887294 
0.452250, -0.609044, 1.885840 
0.452500, -0.608901, 1.884872 
0.452750, -0.608681, 1.883422 
0.453000, -0.608531, 1.882458 
0.453250, -0.608302, 1.881014 
0.453500, -0.608145, 1.880053 
0.453750, -0.607906, 1.878614 
0.454000, -0.607743, 1.877657 
0.454250, -0.607493, 1.876224 
0.454500, -0.607324, 1.875271 
0.454750, -0.607064, 1.873844 
0.455000, -0.606888, 1.872894 
0.455250, -0.606619, 1.871472 
0.455500, -0.606436, 1.870526 
0.455750, -0.606157, 1.869111 
0.456000, -0.605967, 1.868169 
0.456250, -0.605678, 1.866759 
0.456500, -0.605483, 1.865821 
0.456750, -0.605184, 1.864417 
0.457000, -0.604982, 1.863482 
0.457250, -0.604673, 1.862084 
0.457500, -0.604464, 1.861155 
0.457750, -0.604146, 1.859763 
0.458000, -0.603931, 1.858837 
0.458250, -0.603603, 1.857451 
0.458500, -0.603382, 1.856529 
0.458750, -0.603044, 1.855150 
0.459000, -0.602816, 1.854232 
0.459250, -0.602470, 1.852859 
0.459500, -0.602235, 1.851946 
0.459750, -0.601879, 1.850580 
0.460000, -0.601638, 1.849671 
0.460250, -0.601272, 1.848311 
0.460500, -0.601025, 1.847406 
0.460750, -0.600650, 1.846053 
0.461000, -0.600397, 1.845153 
0.461250, -0.600012, 1.843806 
0.461500, -0.599752, 1.842910 
0.461750, -0.599358, 1.841570 
0.462000, -0.599093, 1.840679 
0.462250, -0.598689, 1.839346 
0.462500, -0.598417, 1.838460 
0.462750, -0.598005, 1.837134 
0.463000, -0.597727, 1.836252 
0.463250, -0.597305, 1.834933 
0.463500, -0.597020, 1.834056 
0.463750, -0.596589, 1.832744 
0.464000, -0.596299, 1.831871 
0.464250, -0.595859, 1.830566 
0.464500, -0.595562, 1.829699 
0.464750, -0.595113, 1.828401 
0.465000, -0.594811, 1.827539 
0.465250, -0.594352, 1.826249 
0.465500, -0.594044, 1.825391 
0.465750, -0.593576, 1.824108 
0.466000, -0.593262, 1.823255 
0.466250, -0.592785, 1.821980 
0.466500, -0.592465, 1.821132 
0.466750, -0.591979, 1.819865 
0.467000, -0.591653, 1.819022 
0.467250, -0.591158, 1.817762 
0.467500, -0.590826, 1.816924 
0.467750, -0.590323, 1.815672 
0.468000, -0.589984, 1.814840 
0.468250, -0.589472, 1.813595 
0.468500, -0.589128, 1.812768 
0.468750, -0.588607, 1.811532 
0.469000, -0.588257, 1.810710 
0.469250, -0.587727, 1.809482 
0.469500, -0.587371, 1.808665 
0.469750, -0.586833, 1.807445 
0.470000, -0.586471, 1.806634 
0.470250, -0.585924, 1.805421 
0.470500, -0.585557, 1.804616 
0.470750, -0.585001, 1.803412 
0.471000, -0.584628, 1.802612 
0.471250, -0.584063, 1.801416 
0.471500, -0.583684, 1.800621 
0.471750, -0.583111, 1.799434 
0.472000, -0.582726, 1.798645 
0.472250, -0.582145, 1.797466 
0.472500, -0.581754, 1.796683 
0.472750, -0.581164, 1.795512 
0.473000, -0.580768, 1.794735 
0.473250, -0.580169, 1.793573 
0.473500, -0.579768, 1.792801 
0.473750, -0.579160, 1.791648 
0.474000, -0.578753, 1.790882 
0.474250, -0.578137, 1.789737 
0.474500, -0.577724, 1.788977 
0.474750, -0.577100, 1.787842 
0.475000, -0.576682, 1.787088 
0.475250, -0.576049, 1.785961 
0.475500, -0.575625, 1.785213 
0.475750, -0.574984, 1.784095 
0.476000, -0.574554, 1.783353 
0.476250, -0.573905, 1.782244 
0.476500, -0.573470, 1.781508 
0.476750, -0.572812, 1.780408 
0.477000, -0.572371, 1.779678 
0.477250, -0.571706, 1.778588 
0.477500, -0.571259, 1.777864 
0.477750, -0.570585, 1.776783 
0.478000, -0.570133, 1.776066 
0.478250, -0.569451, 1.774994 
0.478500, -0.568993, 1.774282 
0.478750, -0.568303, 1.773220 
0.479000, -0.567840, 1.772515 
0.479250, -0.567141, 1.771462 
0.479500, -0.566672, 1.770763 
0.479750, -0.565965, 1.769720 
0.480000, -0.565491, 1.769028 
0.480250, -0.564776, 1.767994 
0.480500, -0.564297, 1.767308 
0.480750, -0.563573, 1.766284 
0.481000, -0.563088, 1.765605 
0.481250, -0.562357, 1.764590 
0.481500, -0.561866, 1.763918 
0.481750, -0.561127, 1.762913 
0.482000, -0.560631, 1.762247 
0.482250, -0.559883, 1.761252 
0.482500, -0.559382, 1.760593 
0.482750, -0.558626, 1.759608 
0.483000, -0.558119, 1.758955 
0.483250, -0.557355, 1.757980 
0.483500, -0.556842, 1.757334 
0.483750, -0.556070, 1.756370 
0.484000, -0.555553, 1.755730 
0.484250, -0.554772, 1.754776 
0.484500, -0.554249, 1.754143 
0.484750, -0.553460, 1.753199 
0.485000, -0.552932, 1.752573 
0.485250, -0.552135, 1.751639 
0.485500, -0.551601, 1.751020 
0.485750, -0.550796, 1.750096 
0.486000, -0.550257, 1.749484 
0.486250, -0.549443, 1.748571 
0.486500, -0.548899, 1.747966 
0.486750, -0.548077, 1.747063 
0.487000, -0.547527, 1.746465 
0.487250, -0.546697, 1.745573 
0.487500, -0.546142, 1.744981 
0.487750, -0.545304, 1.744100 
0.488000, -0.544742, 1.743516 
0.488250, -0.543896, 1.742645 
0.488500, -0.543330, 1.742067 
0.488750, -0.542475, 1.741207 
0.489000, -0.541903, 1.740637 
0.489250, -0.541040, 1.739787 
0.489500, -0.540463, 1.739225 
0.489750, -0.539592, 1.738386 
0.490000, -0.539008, 1.737830 
0.490250, -0.538129, 1.737002 
0.490500, -0.537540, 1.736454 
0.490750, -0.536652, 1.735636 
0.491000, -0.536058, 1.735095 
0.491250, -0.535162, 1.734289 
0.491500, -0.534562, 1.733755 
0.491750, -0.533657, 1.732960 
0.492000, -0.533051, 1.732433 
0.492250, -0.532138, 1.731649 
0.492500, -0.531527, 1.731129 
0.492750, -0.530606, 1.730356 
0.493000, -0.529988, 1.729844 
0.493250, -0.529058, 1.729082 
0.493500, -0.528435, 1.728577 
0.493750, -0.527497, 1.727826 
0.494000, -0.526868, 1.727329 
0.494250, -0.525921, 1.726589 
0.494500, -0.525286, 1.726099 
0.494750, -0.524330, 1.725371 
0.495000, -0.523690, 1.724888 
0.495250, -0.522725, 1.724171 
0.495500, -0.522079, 1.723696 
0.495750, -0.521106, 1.722990 
0.496000, -0.520454, 1.722522 
0.496250, -0.519471, 1.721827 
0.496500, -0.518813, 1.721367 
0.496750, -0.517822, 1.720683 
0.497000, -0.517158, 1.720231 
0.497250, -0.516157, 1.719559 
0.497500, -0.515487, 1.719114 
0.497750, -0.514478, 1.718453 
0.498000, -0.513802, 1.718015 
0.498250, -0.512783, 1.717365 
0.498500, -0.512101, 1.716936 
0.498750, -0.511073, 1.716297 
0.499000, -0.510384, 1.715875 
0.499250, -0.509347, 1.715248 
0.499500, -0.508652, 1.714833 
0.499750, -0.507605, 1.714217 
0.500000, -0.506904, 1.713810 
0.500250, -0.505848, 1.713206 
0.500500, -0.505141, 1.712807 
0.500750, -0.504075, 1.712213 
0.501000, -0.503361, 1.711822 
0.501250, -0.502286, 1.711240 
0.501500, -0.501566, 1.710856 
0.501750, -0.500480, 1.710285 
0.502000, -0.499754, 1.709908 
0.502250, -0.498658, 1.709349 
0.502500, -0.497925, 1.708980 
0.502750, -0.496820, 1.708432 
0.503000, -0.496080, 1.708071 
0.503250, -0.494965, 1.707534 
0.503500, -0.494218, 1.707180 
0.503750, -0.493092, 1.706655 
0.504000, -0.492339, 1.706309 
0.504250, -0.491203, 1.705795 
0.504500, -0.490443, 1.705456 
0.504750, -0.489296, 1.704953 
0.505000, -0.488529, 1.704622 
0.505250, -0.487372, 1.704130 
0.505500, -0.486598, 1.703806 
0.505750, -0.485430, 1.703326 
0.506000, -0.484649, 1.703009 
0.506250, -0.483471, 1.702540 
0.506500, -0.482682, 1.702231 
0.506750, -0.481493, 1.701773 
0.507000, -0.480696, 1.701471 
0.507250, -0.479496, 1.701024 
0.507500, -0.478693, 1.700730 
0.507750, -0.477482, 1.700294 
0.508000, -0.476670, 1.700007 
0.508250, -0.475448, 1.699582 
0.508500, -0.474629, 1.699302 
0.508750, -0.473395, 1.698888 
0.509000, -0.472569, 1.698615 
0.509250, -0.471324, 1.698212 
0.509500, -0.470489, 1.697947 
0.509750, -0.469232, 1.697554 
0.510000, -0.468390, 1.697296 
0.510250, -0.467121, 1.696914 
0.510500, -0.466271, 1.696663 
0.510750, -0.464990, 1.696292 
0.511000, -0.464132, 1.696048 
0.511250, -0.462839, 1.695687 
0.511500, -0.461973, 1.695450 
0.511750, -0.460668, 1.695100 
0.512000, -0.459793, 1.694870 
0.512250, -0.458475, 1.694529 
0.512500, -0.457592, 1.694306 
0.512750, -0.456262, 1.693976 
0.513000, -0.455371, 1.693760 
0.513250, -0.454027, 1.693440 
0.513500, -0.453128, 1.693231 
0.513750, -0.451771, 1.692921 
0.514000, -0.450863, 1.692718 
0.514250, -0.449494, 1.692418 
0.514500, -0.448576, 1.692222 
0.514750, -0.447194, 1.691932 
0.515000, -0.446268, 1.691742 
0.515250, -0.444872, 1.691462 
0.515500, -0.443937, 1.691278 
0.515750, -0.442527, 1.691007 
0.516000, -0.441583, 1.690830 
0.516250, -0.440160, 1.690568 
0.516500, -0.439206, 1.690397 
0.516750, -0.437769, 1.690145 
0.517000, -0.436806, 1.689980 
0.517250, -0.435355, 1.689737 
0.517500, -0.434383, 1.689578 
0.517750, -0.432918, 1.689344 
0.518000, -0.431936, 1.689191 
0.518250, -0.430456, 1.688966 
0.518500, -0.429465, 1.688818 
0.518750, -0.427970, 1.688602 
0.519000, -0.426969, 1.688460 
0.519250, -0.425460, 1.688252 
0.519500, -0.424449, 1.688116 
0.519750, -0.422925, 1.687916 
0.520000, -0.421904, 1.687785 
0.520250, -0.420365, 1.687593 
0.520500, -0.419333, 1.687468 
0.520750, -0.417779, 1.687284 
0.521000, -0.416738, 1.687164 
0.521250, -0.415168, 1.686988 
0.521500, -0.414116, 1.686873 
0.521750, -0.412531, 1.686704 
0.522000, -0.411469, 1.686594 
0.522250, -0.409868, 1.686432 
0.522500, -0.408795, 1.686327 
0.522750, -0.407178, 1.686172 
0.523000, -0.406095, 1.686072 
0.523250, -0.404462, 1.685924 
0.523500, -0.403368, 1.685828 
0.523750, -0.401719, 1.685687 
0.524000, -0.400614, 1.685595 
0.524250, -0.398948, 1.685460 
0.524500, -0.397832, 1.685372 
0.524750, -0.396150, 1.685244 
0.525000, -0.395023, 1.685160 
0.525250, -0.393325, 1.685037 
0.525500, -0.392186, 1.684957 
0.525750, -0.390471, 1.684840 
0.526000, -0.389322, 1.684764 
0.526250, -0.387589, 1.684653 
0.526500, -0.386428, 1.684580 
0.526750, -0.384679, 1.684473 
0.527000, -0.383506, 1.684404 
0.527250, -0.381740, 1.684302 
0.527500, -0.380556, 1.684236 
0.527750, -0.378772, 1.684139 
0.528000, -0.377576, 1.684076 
0.528250, -0.375774, 1.683983 
0.528500, -0.374567, 1.683922 
0.528750, -0.372748, 1.683834 
0.529000, -0.371529, 1.683776 
0.529250, -0.369692, 1.683691 
0.529500, -0.368461, 1.683635 
0.529750, -0.366606, 1.683554 
0.530000, -0.365363, 1.683500 
0.530250, -0.363490, 1.683422 
0.530500, -0.362236, 1.683370 
0.530750, -0.360344, 1.683295 
0.531000, -0.359078, 1.683245 
0.531250, -0.357168, 1.683172 
0.531500, -0.355889, 1.683124 
0.531750, -0.353961, 1.683053 
0.532000, -0.352670, 1.683007 
0.532250, -0.350724, 1.682938 
0.532500, -0.349420, 1.682892 
0.532750, -0.347456, 1.682825 
0.533000, -0.346140, 1.682780 
0.533250, -0.344157, 1.682714 
0.533500, -0.342828, 1.682670 
0.533750, -0.340826, 1.682605 
0.534000, -0.339486, 1.682562 
0.534250, -0.337465, 1.682497 
0.534500, -0.336112, 1.682454 
0.534750, -0.334072, 1.682390 
0.535000, -0.332707, 1.682347 
0.535250, -0.330648, 1.682282 
0.535500, -0.329270, 1.682239 
0.535750, -0.327193, 1.682175 
0.536000, -0.325802, 1.682131 
0.536250, -0.323706, 1.682065 
0.536500, -0.322302, 1.682021 
0.536750, -0.320187, 1.681955 
0.537000, -0.318771, 1.681910 
0.537250, -0.316637, 1.681841 
0.537500, -0.315208, 1.681795 
0.537750, -0.313055, 1.681725 
0.538000, -0.311613, 1.681678 
0.538250, -0.309441, 1.681606 
0.538500, -0.307987, 1.681557 
0.538750, -0.305796, 1.681482 
0.539000, -0.304329, 1.681431 
0.539250, -0.302119, 1.681354 
0.539500, -0.300639, 1.681301 
0.539750, -0.298410, 1.681220 
0.540000, -0.296918, 1.681165 
0.540250, -0.294670, 1.681081 
0.540500, -0.293165, 1.681024 
0.540750, -0.290898, 1.680935 
0.541000, -0.289380, 1.680875 
0.541250, -0.287094, 1.680783 
0.541500, -0.285564, 1.680719 
0.541750, -0.283259, 1.680622 
0.542000, -0.281716, 1.680556 
0.542250, -0.279393, 1.680454 
0.542500, -0.277837, 1.680384 
0.542750, -0.275495, 1.680276 
0.543000, -0.273927, 1.680203 
0.543250, -0.271566, 1.680090 
0.543500, -0.269986, 1.680012 
0.543750, -0.267606, 1.679893 
0.544000, -0.266014, 1.679811 
0.544250, -0.263616, 1.679686 
0.544500, -0.262011, 1.679600 
0.544750, -0.259594, 1.679467 
0.545000, -0.257977, 1.679377 
0.545250, -0.255542, 1.679237 
0.545500, -0.253913, 1.679142 
0.545750, -0.251460, 1.678995 
0.546000, -0.249819, 1.678895 
0.546250, -0.247348, 1.678740 
0.546500, -0.245694, 1.678634 
0.546750, -0.243205, 1.678471 
0.547000, -0.241540, 1.678360 
0.547250, -0.239033, 1.678189 
0.547500, -0.237356, 1.678072 
0.547750, -0.234832, 1.677892 
0.548000, -0.233143, 1.677769 
0.548250, -0.230601, 1.677580 
0.548500, -0.228901, 1.677451 
0.548750, -0.226342, 1.677253 
0.549000, -0.224630, 1.677118 
0.549250, -0.222054, 1.676910 
0.549500, -0.220330, 1.676768 
0.549750, -0.217737, 1.676549 
0.550000, -0.216003, 1.676401 
0.550250, -0.213393, 1.676172 
0.550500, -0.211647, 1.676017 
0.550750, -0.209021, 1.675778 
0.551000, -0.207264, 1.675615 
0.551250, -0.204622, 1.675365 
0.551500, -0.202854, 1.675195 
0.551750, -0.200196, 1.674933 
0.552000, -0.198418, 1.674756 
0.552250, -0.195743, 1.674483 
0.552500, -0.193955, 1.674298 
0.552750, -0.191264, 1.674013 
0.553000, -0.189465, 1.673820 
0.553250, -0.186760, 1.673524 
0.553500, -0.184951, 1.673322 
0.553750, -0.182230, 1.673013 
0.554000, -0.180411, 1.672804 
0.554250, -0.177675, 1.672483 
0.554500, -0.175846, 1.672264 
0.554750, -0.173096, 1.671931 
0.555000, -0.171257, 1.671704 
0.555250, -0.168493, 1.671357 
0.555500, -0.166645, 1.671121 
0.555750, -0.163866, 1.670762 
0.556000, -0.162009, 1.670517 
0.556250, -0.159216, 1.670144 
0.556500, -0.157350, 1.669890 
0.556750, -0.154543, 1.669503 
0.557000, -0.152668, 1.669241 
0.557250, -0.149849, 1.668840 
0.557500, -0.147965, 1.668568 
0.557750, -0.145133, 1.668153 
0.558000, -0.143240, 1.667872 
0.558250, -0.140395, 1.667442 
0.558500, -0.138495, 1.667152 
0.558750, -0.135638, 1.666708 
0.559000, -0.133729, 1.666408 
0.559250, -0.130860, 1.665950 
0.559500, -0.128943, 1.665639 
0.559750, -0.126062, 1.665166 
0.560000, -0.124138, 1.664846 
0.560250, -0.121246, 1.664359 
0.560500, -0.119314, 1.664029 
0.560750, -0.116411, 1.663526 
0.561000, -0.114472, 1.663186 
0.561250, -0.111559, 1.662668 
0.561500, -0.109613, 1.662318 
0.561750, -0.106689, 1.661785 
0.562000, -0.104736, 1.661424 
0.562250, -0.101802, 1.660876 
0.562500, -0.099843, 1.660505 
0.562750, -0.096899, 1.659942 
0.563000, -0.094934, 1.659560 
0.563250, -0.091981, 1.658981 
0.563500, -0.090009, 1.658590 
0.563750, -0.087048, 1.657995 
0.564000, -0.085070, 1.657593 
0.564250, -0.082100, 1.656982 
0.564500, -0.080117, 1.656570 
0.564750, -0.077138, 1.655943 
0.565000, -0.075150, 1.655521 
0.565250, -0.072164, 1.654878 
0.565500, -0.070170, 1.654445 
0.565750, -0.067176, 1.653787 
0.566000, -0.065178, 1.653343 
0.566250, -0.062177, 1.652669 
0.566500, -0.060174, 1.652214 
0.566750, -0.057166, 1.651525 
0.567000, -0.055159, 1.651060 
0.567250, -0.052145, 1.650354 
0.567500, -0.050133, 1.649878 
0.567750, -0.047113, 1.649156 
0.568000, -0.045097, 1.648670 
0.568250, -0.042072, 1.647933 
0.568500, -0.040052, 1.647436 
0.568750, -0.037021, 1.646682 
0.569000, -0.034999, 1.646175 
0.569250, -0.031963, 1.645406 
0.569500, -0.029937, 1.644888 
0.569750, -0.026896, 1.644103 
0.570000, -0.024867, 1.643574 
0.570250, -0.021822, 1.642773 
0.570500, -0.019791, 1.642234 
0.570750, -0.016742, 1.641418 
0.571000, -0.014708, 1.640868 
0.571250, -0.011656, 1.640036 
0.571500, -0.009620, 1.639476 
0.571750, -0.006564, 1.638629 
0.572000, -0.004526, 1.638058 
0.572250, -0.001468, 1.637195 
0.572500, 0.000572, 1.636615 
0.572750, 0.003633, 1.635736 
0.573000, 0.005674, 1.635145 
0.573250, 0.008737, 1.634251 
0.573500, 0.010780, 1.633650 
0.573750, 0.013844, 1.632741 
0.574000, 0.015888, 1.632130 
0.574250, 0.018954, 1.631206 
0.574500, 0.020998, 1.630585 
0.574750, 0.024065, 1.629646 
0.575000, 0.026110, 1.629015 
0.575250, 0.029178, 1.628062 
0.575500, 0.031224, 1.627421 
0.575750, 0.034292, 1.626452 
0.576000, 0.036337, 1.625802 
0.576250, 0.039406, 1.624819 
0.576500, 0.041451, 1.624159 
0.576750, 0.044519, 1.623161 
0.577000, 0.046564, 1.622492 
0.577250, 0.049632, 1.621480 
0.577500, 0.051676, 1.620801 
0.577750, 0.054743, 1.619775 
0.578000, 0.056786, 1.619087 
0.578250, 0.059852, 1.618048 
0.578500, 0.061894, 1.617350 
0.578750, 0.064958, 1.616297 
0.579000, 0.067000, 1.615590 
0.579250, 0.070061, 1.614524 
0.579500, 0.072102, 1.613808 
0.579750, 0.075161, 1.612728 
0.580000, 0.077200, 1.612004 
0.580250, 0.080257, 1.610911 
0.580500, 0.082294, 1.610178 
0.580750, 0.085348, 1.609072 
0.581000, 0.087383, 1.608331 
0.581250, 0.090435, 1.607212 
0.581500, 0.092467, 1.606462 
0.581750, 0.095515, 1.605331 
0.582000, 0.097546, 1.604573 
0.582250, 0.100590, 1.603430 
0.582500, 0.102618, 1.602663 
0.582750, 0.105658, 1.601508 
0.583000, 0.107683, 1.600734 
0.583250, 0.110719, 1.599567 
0.583500, 0.112741, 1.598785 
0.583750, 0.115773, 1.597607 
0.584000, 0.117792, 1.596817 
0.584250, 0.120819, 1.595627 
0.584500, 0.122835, 1.594830 
0.584750, 0.125856, 1.593629 
0.585000, 0.127869, 1.592825 
0.585250, 0.130885, 1.591613 
0.585500, 0.132894, 1.590802 
0.585750, 0.135905, 1.589580 
0.586000, 0.137910, 1.588761 
0.586250, 0.140915, 1.587529 
0.586500, 0.142916, 1.586704 
0.586750, 0.145915, 1.585461 
0.587000, 0.147913, 1.584629 
0.587250, 0.150905, 1.583377 
0.587500, 0.152898, 1.582539 
0.587750, 0.155885, 1.581277 
0.588000, 0.157873, 1.580432 
0.588250, 0.160853, 1.579161 
0.588500, 0.162837, 1.578311 
0.588750, 0.165810, 1.577031 
0.589000, 0.167789, 1.576174 
0.589250, 0.170754, 1.574885 
0.589500, 0.172729, 1.574023 
0.589750, 0.175687, 1.572726 
0.590000, 0.177657, 1.571859 
0.590250, 0.180608, 1.570553 
0.590500, 0.182572, 1.569680 
0.590750, 0.185515, 1.568367 
0.591000, 0.187474, 1.567489 
0.591250, 0.190409, 1.566168 
0.591500, 0.192363, 1.565285 
0.591750, 0.195290, 1.563957 
0.592000, 0.197239, 1.563069 
0.592250, 0.200157, 1.561734 
0.592500, 0.202100, 1.560841 
0.592750, 0.205010, 1.559499 
0.593000, 0.206948, 1.558602 
0.593250, 0.209849, 1.557254 
0.593500, 0.211780, 1.556353 
0.593750, 0.214673, 1.554998 
0.594000, 0.216599, 1.554093 
0.594250, 0.219482, 1.552732 
0.594500, 0.221402, 1.551823 
0.594750, 0.224276, 1.550457 
0.595000, 0.226190, 1.549545 
0.595250, 0.229055, 1.548173 
0.595500, 0.230962, 1.547257 
0.595750, 0.233818, 1.545881 
0.596000, 0.235719, 1.544961 
0.596250, 0.238565, 1.543580 
0.596500, 0.240459, 1.542658 
0.596750, 0.243296, 1.541272 
0.597000, 0.245184, 1.540346 
0.597250, 0.248011, 1.538956 
0.597500, 0.249892, 1.538029 
0.597750, 0.252709, 1.536635 
0.598000, 0.254583, 1.535704 
0.598250, 0.257390, 1.534307 
0.598500, 0.259258, 1.533374 
0.598750, 0.262054, 1.531973 
0.599000, 0.263915, 1.531038 
0.599250, 0.266702, 1.529634 
