t, x, y 
1.061250, -0.758269, 1.963210 
1.061500, -0.758266, 1.961981 
1.061750, -0.758254, 1.960140 
1.062000, -0.758242, 1.958913 
1.062250, -0.758217, 1.957074 
1.062500, -0.758196, 1.955849 
1.062750, -0.758158, 1.954013 
1.063000, -0.758128, 1.952790 
1.063250, -0.758077, 1.950957 
1.063500, -0.758038, 1.949737 
1.063750, -0.757973, 1.947907 
1.064000, -0.757926, 1.946688 
1.064250, -0.757848, 1.944861 
1.064500, -0.757792, 1.943644 
1.064750, -0.757701, 1.941821 
1.065000, -0.757636, 1.940606 
1.065250, -0.757531, 1.938786 
1.065500, -0.757458, 1.937574 
1.065750, -0.757341, 1.935757 
1.066000, -0.757258, 1.934547 
1.066250, -0.757128, 1.932734 
1.066500, -0.757037, 1.931527 
1.066750, -0.756894, 1.929717 
1.067000, -0.756794, 1.928512 
1.067250, -0.756638, 1.926707 
1.067500, -0.756530, 1.925504 
1.067750, -0.756361, 1.923702 
1.068000, -0.756244, 1.922503 
1.068250, -0.756063, 1.920705 
1.068500, -0.755937, 1.919508 
1.068750, -0.755743, 1.917714 
1.069000, -0.755609, 1.916520 
1.069250, -0.755402, 1.914730 
1.069500, -0.755260, 1.913539 
1.069750, -0.755040, 1.911754 
1.070000, -0.754890, 1.910565 
1.070250, -0.754657, 1.908784 
1.070500, -0.754498, 1.907599 
1.070750, -0.754253, 1.905822 
1.071000, -0.754086, 1.904640 
1.071250, -0.753829, 1.902868 
1.071500, -0.753653, 1.901689 
1.071750, -0.753384, 1.899922 
1.072000, -0.753200, 1.898745 
1.072250, -0.752918, 1.896983 
1.072500, -0.752726, 1.895810 
1.072750, -0.752432, 1.894053 
1.073000, -0.752231, 1.892883 
1.073250, -0.751925, 1.891131 
1.073500, -0.751717, 1.889964 
1.073750, -0.751398, 1.888217 
1.074000, -0.751182, 1.887054 
1.074250, -0.750851, 1.885312 
1.074500, -0.750626, 1.884153 
1.074750, -0.750284, 1.882416 
1.075000, -0.750051, 1.881260 
1.075250, -0.749697, 1.879529 
1.075500, -0.749456, 1.878377 
1.075750, -0.749090, 1.876651 
1.076000, -0.748842, 1.875503 
1.076250, -0.748463, 1.873782 
1.076500, -0.748207, 1.872638 
1.076750, -0.747817, 1.870923 
1.077000, -0.747553, 1.869782 
1.077250, -0.747152, 1.868074 
1.077500, -0.746880, 1.866937 
1.077750, -0.746467, 1.865234 
1.078000, -0.746187, 1.864101 
1.078250, -0.745763, 1.862404 
1.078500, -0.745476, 1.861275 
1.078750, -0.745039, 1.859584 
1.079000, -0.744745, 1.858459 
1.079250, -0.744297, 1.856775 
1.079500, -0.743995, 1.855654 
1.079750, -0.743536, 1.853976 
1.080000, -0.743226, 1.852859 
1.080250, -0.742756, 1.851187 
1.080500, -0.742439, 1.850075 
1.080750, -0.741958, 1.848410 
1.081000, -0.741633, 1.847302 
1.081250, -0.741141, 1.845643 
1.081500, -0.740809, 1.844540 
1.081750, -0.740306, 1.842888 
1.082000, -0.739967, 1.841788 
1.082250, -0.739453, 1.840143 
1.082500, -0.739106, 1.839049 
1.082750, -0.738581, 1.837410 
1.083000, -0.738228, 1.836320 
1.083250, -0.737692, 1.834689 
1.083500, -0.737331, 1.833603 
1.083750, -0.736785, 1.831979 
1.084000, -0.736417, 1.830898 
1.084250, -0.735860, 1.829281 
1.084500, -0.735485, 1.828205 
1.084750, -0.734918, 1.826595 
1.085000, -0.734536, 1.825524 
1.085250, -0.733959, 1.823922 
1.085500, -0.733570, 1.822856 
1.085750, -0.732982, 1.821260 
1.086000, -0.732586, 1.820199 
1.086250, -0.731988, 1.818611 
1.086500, -0.731586, 1.817555 
1.086750, -0.730977, 1.815975 
1.087000, -0.730568, 1.814924 
1.087250, -0.729950, 1.813352 
1.087500, -0.729534, 1.812306 
1.087750, -0.728906, 1.810741 
1.088000, -0.728483, 1.809701 
1.088250, -0.727845, 1.808144 
1.088500, -0.727416, 1.807109 
1.088750, -0.726768, 1.805560 
1.089000, -0.726333, 1.804530 
1.089250, -0.725675, 1.802989 
1.089500, -0.725233, 1.801965 
1.089750, -0.724566, 1.800432 
1.090000, -0.724118, 1.799413 
1.090250, -0.723441, 1.797889 
1.090500, -0.722986, 1.796875 
1.090750, -0.722300, 1.795359 
1.091000, -0.721839, 1.794351 
1.091250, -0.721144, 1.792843 
1.091500, -0.720677, 1.791841 
1.091750, -0.719972, 1.790342 
1.092000, -0.719499, 1.789345 
1.092250, -0.718785, 1.787855 
1.092500, -0.718306, 1.786864 
1.092750, -0.717583, 1.785382 
1.093000, -0.717097, 1.784397 
1.093250, -0.716365, 1.782924 
1.093500, -0.715874, 1.781945 
1.093750, -0.715133, 1.780480 
1.094000, -0.714637, 1.779507 
1.094250, -0.713887, 1.778052 
1.094500, -0.713384, 1.777085 
1.094750, -0.712626, 1.775638 
1.095000, -0.712117, 1.774677 
1.095250, -0.711350, 1.773240 
1.095500, -0.710836, 1.772285 
1.095750, -0.710061, 1.770857 
1.096000, -0.709541, 1.769908 
1.096250, -0.708757, 1.768490 
1.096500, -0.708232, 1.767547 
1.096750, -0.707440, 1.766138 
1.097000, -0.706909, 1.765201 
1.097250, -0.706108, 1.763802 
1.097500, -0.705572, 1.762872 
1.097750, -0.704764, 1.761481 
1.098000, -0.704222, 1.760558 
1.098250, -0.703405, 1.759177 
1.098500, -0.702858, 1.758260 
1.098750, -0.702034, 1.756889 
1.099000, -0.701482, 1.755979 
1.099250, -0.700649, 1.754618 
1.099500, -0.700092, 1.753713 
1.099750, -0.699252, 1.752362 
1.100000, -0.698689, 1.751465 
1.100250, -0.697841, 1.750124 
1.100500, -0.697274, 1.749233 
1.100750, -0.696418, 1.747902 
1.101000, -0.695846, 1.747018 
1.101250, -0.694983, 1.745697 
1.101500, -0.694405, 1.744820 
1.101750, -0.693535, 1.743509 
1.102000, -0.692953, 1.742639 
1.102250, -0.692075, 1.741339 
1.102500, -0.691488, 1.740475 
1.102750, -0.690603, 1.739185 
1.103000, -0.690011, 1.738329 
1.103250, -0.689119, 1.737049 
1.103500, -0.688522, 1.736200 
1.103750, -0.687623, 1.734931 
1.104000, -0.687022, 1.734089 
1.104250, -0.686116, 1.732831 
1.104500, -0.685510, 1.731996 
1.104750, -0.684597, 1.730748 
1.105000, -0.683986, 1.729920 
1.105250, -0.683067, 1.728684 
1.105500, -0.682452, 1.727863 
1.105750, -0.681525, 1.726637 
1.106000, -0.680906, 1.725824 
1.106250, -0.679973, 1.724609 
1.106500, -0.679349, 1.723803 
1.106750, -0.678409, 1.722600 
1.107000, -0.677781, 1.721801 
1.107250, -0.676835, 1.720609 
1.107500, -0.676203, 1.719818 
1.107750, -0.675250, 1.718637 
1.108000, -0.674613, 1.717853 
1.108250, -0.673655, 1.716683 
1.108500, -0.673014, 1.715907 
1.108750, -0.672049, 1.714749 
1.109000, -0.671404, 1.713981 
1.109250, -0.670433, 1.712834 
1.109500, -0.669783, 1.712073 
1.109750, -0.668806, 1.710938 
1.110000, -0.668153, 1.710185 
1.110250, -0.667170, 1.709062 
1.110500, -0.666513, 1.708317 
1.110750, -0.665524, 1.707205 
1.111000, -0.664862, 1.706468 
1.111250, -0.663867, 1.705368 
1.111500, -0.663202, 1.704639 
1.111750, -0.662201, 1.703551 
1.112000, -0.661532, 1.702830 
1.112250, -0.660526, 1.701754 
1.112500, -0.659853, 1.701041 
1.112750, -0.658840, 1.699977 
1.113000, -0.658164, 1.699272 
1.113250, -0.657146, 1.698220 
1.113500, -0.656465, 1.697524 
1.113750, -0.655442, 1.696484 
1.114000, -0.654757, 1.695796 
1.114250, -0.653728, 1.694769 
1.114500, -0.653040, 1.694088 
1.114750, -0.652006, 1.693074 
1.115000, -0.651314, 1.692402 
1.115250, -0.650274, 1.691400 
1.115500, -0.649579, 1.690736 
1.115750, -0.648533, 1.689747 
1.116000, -0.647835, 1.689092 
1.116250, -0.646784, 1.688115 
1.116500, -0.646081, 1.687468 
1.116750, -0.645025, 1.686504 
1.117000, -0.644319, 1.685866 
1.117250, -0.643258, 1.684915 
1.117500, -0.642548, 1.684286 
1.117750, -0.641481, 1.683348 
1.118000, -0.640768, 1.682727 
1.118250, -0.639696, 1.681802 
1.118500, -0.638980, 1.681189 
1.118750, -0.637902, 1.680278 
1.119000, -0.637182, 1.679674 
1.119250, -0.636100, 1.678775 
1.119500, -0.635376, 1.678181 
1.119750, -0.634289, 1.677296 
1.120000, -0.633562, 1.676710 
1.120250, -0.632469, 1.675838 
1.120500, -0.631738, 1.675261 
1.120750, -0.630640, 1.674402 
1.121000, -0.629906, 1.673835 
1.121250, -0.628803, 1.672990 
1.121500, -0.628066, 1.672431 
1.121750, -0.626957, 1.671599 
1.122000, -0.626216, 1.671050 
1.122250, -0.625103, 1.670232 
1.122500, -0.624359, 1.669691 
1.122750, -0.623240, 1.668887 
1.123000, -0.622492, 1.668356 
1.123250, -0.621368, 1.667566 
1.123500, -0.620617, 1.667044 
1.123750, -0.619487, 1.666268 
1.124000, -0.618733, 1.665755 
1.124250, -0.617598, 1.664993 
1.124500, -0.616840, 1.664489 
1.124750, -0.615700, 1.663741 
1.125000, -0.614939, 1.663247 
1.125250, -0.613793, 1.662513 
1.125500, -0.613028, 1.662028 
1.125750, -0.611878, 1.661309 
1.126000, -0.611109, 1.660833 
1.126250, -0.609953, 1.660128 
1.126500, -0.609180, 1.659662 
1.126750, -0.608019, 1.658971 
1.127000, -0.607243, 1.658515 
1.127250, -0.606076, 1.657839 
1.127500, -0.605296, 1.657392 
1.127750, -0.604124, 1.656730 
1.128000, -0.603340, 1.656293 
1.128250, -0.602162, 1.655646 
1.128500, -0.601375, 1.655219 
1.128750, -0.600191, 1.654586 
1.129000, -0.599400, 1.654168 
1.129250, -0.598211, 1.653550 
1.129500, -0.597416, 1.653143 
1.129750, -0.596221, 1.652539 
1.130000, -0.595422, 1.652142 
1.130250, -0.594220, 1.651553 
1.130500, -0.593418, 1.651165 
1.130750, -0.592210, 1.650591 
1.131000, -0.591403, 1.650213 
1.131250, -0.590190, 1.649654 
1.131500, -0.589379, 1.649287 
1.131750, -0.588159, 1.648743 
1.132000, -0.587344, 1.648385 
1.132250, -0.586118, 1.647856 
1.132500, -0.585298, 1.647508 
1.132750, -0.584066, 1.646994 
1.133000, -0.583242, 1.646656 
1.133250, -0.582003, 1.646157 
1.133500, -0.581174, 1.645830 
1.133750, -0.579928, 1.645346 
1.134000, -0.579095, 1.645028 
1.134250, -0.577843, 1.644560 
1.134500, -0.577005, 1.644252 
1.134750, -0.575745, 1.643799 
1.135000, -0.574903, 1.643501 
1.135250, -0.573636, 1.643063 
1.135500, -0.572789, 1.642776 
1.135750, -0.571515, 1.642353 
1.136000, -0.570663, 1.642076 
1.136250, -0.569381, 1.641668 
1.136500, -0.568524, 1.641402 
1.136750, -0.567234, 1.641009 
1.137000, -0.566372, 1.640753 
1.137250, -0.565075, 1.640375 
1.137500, -0.564207, 1.640129 
1.137750, -0.562902, 1.639767 
1.138000, -0.562029, 1.639531 
1.138250, -0.560715, 1.639184 
1.138500, -0.559837, 1.638958 
1.138750, -0.558515, 1.638627 
1.139000, -0.557630, 1.638411 
1.139250, -0.556300, 1.638095 
1.139500, -0.555410, 1.637890 
1.139750, -0.554070, 1.637589 
1.140000, -0.553174, 1.637394 
1.140250, -0.551825, 1.637108 
1.140500, -0.550923, 1.636923 
1.140750, -0.549565, 1.636653 
1.141000, -0.548657, 1.636478 
1.141250, -0.547289, 1.636222 
1.141500, -0.546375, 1.636057 
1.141750, -0.544997, 1.635818 
1.142000, -0.544076, 1.635663 
1.142250, -0.542689, 1.635438 
1.142500, -0.541760, 1.635293 
1.142750, -0.540363, 1.635083 
1.143000, -0.539428, 1.634948 
1.143250, -0.538019, 1.634753 
1.143500, -0.537077, 1.634629 
1.143750, -0.535658, 1.634449 
1.144000, -0.534709, 1.634334 
1.144250, -0.533279, 1.634169 
1.144500, -0.532322, 1.634064 
1.144750, -0.530880, 1.633913 
1.145000, -0.529916, 1.633818 
1.145250, -0.528463, 1.633682 
1.145500, -0.527490, 1.633597 
1.145750, -0.526025, 1.633476 
1.146000, -0.525045, 1.633400 
1.146250, -0.523568, 1.633293 
1.146500, -0.522579, 1.633227 
1.146750, -0.521089, 1.633135 
1.147000, -0.520092, 1.633078 
1.147250, -0.518589, 1.633000 
1.147500, -0.517583, 1.632953 
1.147750, -0.516068, 1.632889 
1.148000, -0.515053, 1.632851 
1.148250, -0.513524, 1.632801 
1.148500, -0.512500, 1.632772 
1.148750, -0.510957, 1.632736 
1.149000, -0.509924, 1.632716 
1.149250, -0.508367, 1.632693 
1.149500, -0.507324, 1.632683 
1.149750, -0.505753, 1.632674 
1.150000, -0.504701, 1.632672 
1.150250, -0.503115, 1.632676 
1.150500, -0.502052, 1.632683 
1.150750, -0.500451, 1.632700 
1.151000, -0.499379, 1.632716 
1.151250, -0.497762, 1.632746 
1.151500, -0.496680, 1.632770 
1.151750, -0.495047, 1.632812 
1.152000, -0.493954, 1.632845 
1.152250, -0.492306, 1.632900 
1.152500, -0.491201, 1.632940 
1.152750, -0.489536, 1.633008 
1.153000, -0.488421, 1.633056 
1.153250, -0.486740, 1.633135 
1.153500, -0.485613, 1.633192 
1.153750, -0.483914, 1.633283 
1.154000, -0.482776, 1.633347 
1.154250, -0.481060, 1.633449 
1.154500, -0.479910, 1.633521 
1.154750, -0.478176, 1.633634 
1.155000, -0.477014, 1.633713 
1.155250, -0.475262, 1.633837 
1.155500, -0.474088, 1.633923 
1.155750, -0.472318, 1.634057 
1.156000, -0.471131, 1.634150 
1.156250, -0.469342, 1.634295 
1.156500, -0.468143, 1.634395 
1.156750, -0.466334, 1.634549 
1.157000, -0.465122, 1.634655 
1.157250, -0.463294, 1.634819 
1.157500, -0.462069, 1.634931 
1.157750, -0.460221, 1.635104 
1.158000, -0.458982, 1.635223 
1.158250, -0.457114, 1.635404 
1.158500, -0.455862, 1.635528 
1.158750, -0.453974, 1.635719 
1.159000, -0.452708, 1.635848 
1.159250, -0.450799, 1.636046 
1.159500, -0.449519, 1.636181 
1.159750, -0.447588, 1.636387 
1.160000, -0.446294, 1.636526 
1.160250, -0.444342, 1.636739 
1.160500, -0.443034, 1.636883 
1.160750, -0.441060, 1.637103 
1.161000, -0.439737, 1.637252 
1.161250, -0.437741, 1.637478 
1.161500, -0.436403, 1.637630 
1.161750, -0.434385, 1.637862 
1.162000, -0.433032, 1.638019 
1.162250, -0.430992, 1.638256 
1.162500, -0.429624, 1.638416 
1.162750, -0.427560, 1.638658 
1.163000, -0.426176, 1.638821 
1.163250, -0.424090, 1.639068 
1.163500, -0.422690, 1.639234 
1.163750, -0.420580, 1.639485 
1.164000, -0.419165, 1.639653 
1.164250, -0.417031, 1.639907 
1.164500, -0.415600, 1.640078 
1.164750, -0.413442, 1.640335 
1.165000, -0.411996, 1.640507 
1.165250, -0.409813, 1.640767 
1.165500, -0.408350, 1.640941 
1.165750, -0.406144, 1.641202 
1.166000, -0.404664, 1.641377 
1.166250, -0.402433, 1.641640 
1.166500, -0.400937, 1.641816 
1.166750, -0.398681, 1.642080 
1.167000, -0.397168, 1.642256 
1.167250, -0.394887, 1.642520 
1.167500, -0.393358, 1.642696 
1.167750, -0.391051, 1.642960 
1.168000, -0.389505, 1.643135 
1.168250, -0.387173, 1.643398 
1.168500, -0.385610, 1.643573 
1.168750, -0.383253, 1.643835 
1.169000, -0.381673, 1.644009 
1.169250, -0.379289, 1.644269 
1.169500, -0.377692, 1.644441 
1.169750, -0.375283, 1.644698 
1.170000, -0.373669, 1.644869 
1.170250, -0.371234, 1.645123 
1.170500, -0.369602, 1.645291 
1.170750, -0.367141, 1.645541 
1.171000, -0.365492, 1.645706 
1.171250, -0.363005, 1.645952 
1.171500, -0.361338, 1.646115 
1.171750, -0.358825, 1.646356 
1.172000, -0.357141, 1.646515 
1.172250, -0.354602, 1.646750 
1.172500, -0.352901, 1.646905 
1.172750, -0.350335, 1.647134 
1.173000, -0.348616, 1.647285 
1.173250, -0.346025, 1.647508 
1.173500, -0.344288, 1.647654 
1.173750, -0.341670, 1.647869 
1.174000, -0.339916, 1.648010 
1.174250, -0.337272, 1.648217 
1.174500, -0.335501, 1.648353 
1.174750, -0.332830, 1.648551 
1.175000, -0.331041, 1.648681 
1.175250, -0.328345, 1.648870 
1.175500, -0.326539, 1.648994 
1.175750, -0.323816, 1.649173 
1.176000, -0.321993, 1.649290 
1.176250, -0.319244, 1.649459 
1.176500, -0.317404, 1.649568 
1.176750, -0.314629, 1.649727 
1.177000, -0.312771, 1.649829 
1.177250, -0.309971, 1.649975 
1.177500, -0.308096, 1.650069 
1.177750, -0.305271, 1.650204 
1.178000, -0.303378, 1.650289 
1.178250, -0.300527, 1.650411 
1.178500, -0.298618, 1.650488 
1.178750, -0.295742, 1.650597 
1.179000, -0.293816, 1.650664 
1.179250, -0.290915, 1.650759 
1.179500, -0.288973, 1.650817 
1.179750, -0.286046, 1.650897 
1.180000, -0.284087, 1.650946 
1.180250, -0.281137, 1.651010 
1.180500, -0.279161, 1.651049 
1.180750, -0.276186, 1.651098 
1.181000, -0.274195, 1.651126 
1.181250, -0.271196, 1.651159 
1.181500, -0.269188, 1.651175 
1.181750, -0.266165, 1.651192 
1.182000, -0.264142, 1.651197 
1.182250, -0.261096, 1.651196 
1.182500, -0.259057, 1.651190 
1.182750, -0.255987, 1.651171 
1.183000, -0.253933, 1.651153 
1.183250, -0.250840, 1.651116 
1.183500, -0.248771, 1.651085 
1.183750, -0.245656, 1.651030 
1.184000, -0.243572, 1.650986 
1.184250, -0.240435, 1.650912 
1.184500, -0.238336, 1.650855 
1.184750, -0.235177, 1.650761 
1.185000, -0.233063, 1.650691 
1.185250, -0.229883, 1.650576 
1.185500, -0.227756, 1.650493 
1.185750, -0.224554, 1.650358 
1.186000, -0.222413, 1.650260 
1.186250, -0.219191, 1.650104 
1.186500, -0.217036, 1.649993 
1.186750, -0.213794, 1.649815 
1.187000, -0.211626, 1.649689 
1.187250, -0.208364, 1.649489 
1.187500, -0.206183, 1.649348 
1.187750, -0.202902, 1.649126 
1.188000, -0.200708, 1.648971 
1.188250, -0.197408, 1.648726 
1.188500, -0.195202, 1.648555 
1.188750, -0.191884, 1.648288 
1.189000, -0.189666, 1.648101 
1.189250, -0.186330, 1.647810 
1.189500, -0.184101, 1.647609 
1.189750, -0.180747, 1.647294 
1.190000, -0.178506, 1.647076 
1.190250, -0.175136, 1.646738 
1.190500, -0.172884, 1.646504 
1.190750, -0.169498, 1.646141 
1.191000, -0.167235, 1.645891 
1.191250, -0.163834, 1.645503 
1.191500, -0.161561, 1.645237 
1.191750, -0.158144, 1.644825 
1.192000, -0.155861, 1.644542 
1.192250, -0.152429, 1.644104 
1.192500, -0.150137, 1.643805 
1.192750, -0.146691, 1.643342 
1.193000, -0.144389, 1.643025 
1.193250, -0.140930, 1.642538 
1.193500, -0.138620, 1.642204 
1.193750, -0.135148, 1.641690 
1.194000, -0.132829, 1.641340 
1.194250, -0.129345, 1.640800 
1.194500, -0.127018, 1.640432 
1.194750, -0.123522, 1.639867 
1.195000, -0.121187, 1.639482 
1.195250, -0.117680, 1.638891 
1.195500, -0.115338, 1.638488 
1.195750, -0.111821, 1.637870 
1.196000, -0.109472, 1.637450 
1.196250, -0.105944, 1.636807 
1.196500, -0.103589, 1.636369 
1.196750, -0.100052, 1.635699 
1.197000, -0.097691, 1.635244 
1.197250, -0.094145, 1.634547 
1.197500, -0.091778, 1.634075 
1.197750, -0.088224, 1.633352 
1.198000, -0.085852, 1.632861 
1.198250, -0.082291, 1.632113 
1.198500, -0.079914, 1.631604 
1.198750, -0.076345, 1.630829 
1.199000, -0.073964, 1.630303 
1.199250, -0.070389, 1.629502 
1.199500, -0.068004, 1.628958 
1.199750, -0.064423, 1.628130 
1.200000, -0.062034, 1.627569 
1.200250, -0.058448, 1.626715 
1.200500, -0.056056, 1.626137 
1.200750, -0.052466, 1.625256 
1.201000, -0.050071, 1.624661 
1.201250, -0.046476, 1.623754 
1.201500, -0.044079, 1.623141 
1.201750, -0.040481, 1.622208 
1.202000, -0.038081, 1.621578 
1.202250, -0.034481, 1.620619 
1.202500, -0.032079, 1.619971 
1.202750, -0.028477, 1.618987 
1.203000, -0.026074, 1.618322 
1.203250, -0.022470, 1.617313 
1.203500, -0.020066, 1.616631 
1.203750, -0.016461, 1.615596 
1.204000, -0.014057, 1.614897 
1.204250, -0.010451, 1.613836 
1.204500, -0.008047, 1.613121 
1.204750, -0.004441, 1.612036 
1.205000, -0.002037, 1.611304 
1.205250, 0.001568, 1.610193 
1.205500, 0.003972, 1.609445 
1.205750, 0.007576, 1.608310 
1.206000, 0.009978, 1.607545 
1.206250, 0.013580, 1.606386 
1.206500, 0.015981, 1.605605 
1.206750, 0.019581, 1.604422 
1.207000, 0.021980, 1.603625 
1.207250, 0.025578, 1.602418 
1.207500, 0.027975, 1.601605 
1.207750, 0.031569, 1.600375 
1.208000, 0.033963, 1.599546 
1.208250, 0.037553, 1.598293 
1.208500, 0.039945, 1.597449 
1.208750, 0.043531, 1.596172 
1.209000, 0.045920, 1.595314 
1.209250, 0.049501, 1.594014 
1.209500, 0.051886, 1.593141 
1.209750, 0.055462, 1.591819 
1.210000, 0.057844, 1.590930 
1.210250, 0.061413, 1.589587 
1.210500, 0.063791, 1.588684 
1.210750, 0.067354, 1.587319 
1.211000, 0.069728, 1.586402 
1.211250, 0.073284, 1.585015 
1.211500, 0.075653, 1.584084 
1.211750, 0.079202, 1.582677 
1.212000, 0.081566, 1.581732 
1.212250, 0.085108, 1.580304 
1.212500, 0.087466, 1.579346 
1.212750, 0.091000, 1.577898 
1.213000, 0.093353, 1.576926 
1.213250, 0.096878, 1.575459 
1.213500, 0.099225, 1.574474 
1.213750, 0.102741, 1.572987 
1.214000, 0.105082, 1.571990 
1.214250, 0.108589, 1.570484 
1.214500, 0.110924, 1.569474 
1.214750, 0.114421, 1.567950 
1.215000, 0.116749, 1.566928 
1.215250, 0.120235, 1.565386 
1.215500, 0.122557, 1.564352 
1.215750, 0.126033, 1.562792 
1.216000, 0.128347, 1.561746 
1.216250, 0.131813, 1.560169 
1.216500, 0.134119, 1.559112 
1.216750, 0.137574, 1.557519 
1.217000, 0.139873, 1.556451 
1.217250, 0.143315, 1.554841 
1.217500, 0.145607, 1.553762 
1.217750, 0.149037, 1.552136 
1.218000, 0.151321, 1.551047 
1.218250, 0.154739, 1.549405 
1.218500, 0.157014, 1.548306 
1.218750, 0.160420, 1.546650 
1.219000, 0.162687, 1.545541 
1.219250, 0.166080, 1.543870 
1.219500, 0.168338, 1.542751 
1.219750, 0.171718, 1.541066 
1.220000, 0.173967, 1.539938 
1.220250, 0.177334, 1.538240 
1.220500, 0.179574, 1.537103 
1.220750, 0.182927, 1.535391 
1.221000, 0.185157, 1.534246 
1.221250, 0.188497, 1.532521 
1.221500, 0.190718, 1.531367 
1.221750, 0.194043, 1.529631 
1.222000, 0.196255, 1.528469 
1.222250, 0.199565, 1.526721 
1.222500, 0.201767, 1.525551 
1.222750, 0.205063, 1.523791 
1.223000, 0.207255, 1.522615 
1.223250, 0.210536, 1.520844 
1.223500, 0.212718, 1.519660 
1.223750, 0.215984, 1.517879 
1.224000, 0.218156, 1.516688 
1.224250, 0.221407, 1.514898 
1.224500, 0.223568, 1.513700 
1.224750, 0.226803, 1.511900 
1.225000, 0.228955, 1.510697 
1.225250, 0.232174, 1.508888 
1.225500, 0.234315, 1.507678 
1.225750, 0.237518, 1.505861 
1.226000, 0.239648, 1.504646 
1.226250, 0.242836, 1.502820 
1.226500, 0.244955, 1.501600 
1.226750, 0.248126, 1.499767 
1.227000, 0.250235, 1.498542 
1.227250, 0.253389, 1.496701 
1.227500, 0.255487, 1.495472 
1.227750, 0.258625, 1.493624 
1.228000, 0.260712, 1.492391 
1.228250, 0.263833, 1.490537 
1.228500, 0.265909, 1.489299 
1.228750, 0.269013, 1.487440 
1.229000, 0.271078, 1.486198 
1.229250, 0.274165, 1.484333 
1.229500, 0.276218, 1.483088 
1.229750, 0.279289, 1.481219 
1.230000, 0.281331, 1.479971 
1.230250, 0.284384, 1.478096 
1.230500, 0.286414, 1.476845 
1.230750, 0.289451, 1.474967 
1.231000, 0.291469, 1.473714 
1.231250, 0.294488, 1.471832 
1.231500, 0.296495, 1.470576 
1.231750, 0.299497, 1.468691 
1.232000, 0.301492, 1.467433 
1.232250, 0.304476, 1.465546 
1.232500, 0.306460, 1.464286 
1.232750, 0.309427, 1.462396 
1.233000, 0.311398, 1.461135 
1.233250, 0.314347, 1.459243 
1.233500, 0.316308, 1.457981 
1.233750, 0.319239, 1.456088 
1.234000, 0.321187, 1.454825 
1.234250, 0.324101, 1.452930 
1.234500, 0.326037, 1.451667 
1.234750, 0.328933, 1.449771 
1.235000, 0.330857, 1.448508 
1.235250, 0.333735, 1.446612 
1.235500, 0.335648, 1.445348 
1.235750, 0.338508, 1.443453 
1.236000, 0.340408, 1.442189 
1.236250, 0.343250, 1.440294 
1.236500, 0.345139, 1.439031 
1.236750, 0.347963, 1.437137 
1.237000, 0.349840, 1.435875 
1.237250, 0.352646, 1.433982 
1.237500, 0.354511, 1.432720 
1.237750, 0.357299, 1.430829 
1.238000, 0.359151, 1.429569 
1.238250, 0.361921, 1.427680 
1.238500, 0.363762, 1.426421 
1.238750, 0.366514, 1.424534 
1.239000, 0.368343, 1.423277 
1.239250, 0.371077, 1.421393 
1.239500, 0.372894, 1.420139 
1.239750, 0.375609, 1.418258 
1.240000, 0.377414, 1.417005 
1.240250, 0.380112, 1.415127 
1.240500, 0.381905, 1.413877 
1.240750, 0.384584, 1.412004 
1.241000, 0.386365, 1.410756 
1.241250, 0.389027, 1.408886 
1.241500, 0.390795, 1.407642 
1.241750, 0.393439, 1.405777 
1.242000, 0.395196, 1.404535 
1.242250, 0.397822, 1.402675 
1.242500, 0.399566, 1.401437 
1.242750, 0.402174, 1.399582 
1.243000, 0.403907, 1.398347 
1.243250, 0.406497, 1.396498 
1.243500, 0.408217, 1.395267 
1.243750, 0.410789, 1.393423 
1.244000, 0.412498, 1.392196 
1.244250, 0.415052, 1.390359 
1.244500, 0.416749, 1.389136 
1.244750, 0.419285, 1.387305 
1.245000, 0.420970, 1.386087 
1.245250, 0.423488, 1.384263 
1.245500, 0.425161, 1.383049 
1.245750, 0.427661, 1.381232 
1.246000, 0.429322, 1.380023 
1.246250, 0.431805, 1.378213 
1.246500, 0.433454, 1.377009 
1.246750, 0.435919, 1.375207 
1.247000, 0.437557, 1.374008 
1.247250, 0.440004, 1.372214 
1.247500, 0.441630, 1.371020 
1.247750, 0.444059, 1.369234 
1.248000, 0.445673, 1.368047 
1.248250, 0.448085, 1.366269 
1.248500, 0.449687, 1.365087 
1.248750, 0.452082, 1.363318 
1.249000, 0.453672, 1.362142 
1.249250, 0.456049, 1.360382 
1.249500, 0.457628, 1.359212 
1.249750, 0.459987, 1.357462 
1.250000, 0.461554, 1.356298 
1.250250, 0.463896, 1.354557 
1.250500, 0.465452, 1.353400 
1.250750, 0.467777, 1.351669 
1.251000, 0.469321, 1.350518 
1.251250, 0.471628, 1.348797 
1.251500, 0.473161, 1.347653 
1.251750, 0.475451, 1.345942 
1.252000, 0.476972, 1.344805 
1.252250, 0.479245, 1.343105 
1.252500, 0.480754, 1.341975 
1.252750, 0.483010, 1.340286 
1.253000, 0.484508, 1.339163 
1.253250, 0.486747, 1.337484 
1.253500, 0.488234, 1.336369 
1.253750, 0.490455, 1.334702 
1.254000, 0.491931, 1.333594 
1.254250, 0.494136, 1.331938 
1.254500, 0.495600, 1.330838 
1.254750, 0.497788, 1.329194 
1.255000, 0.499240, 1.328102 
1.255250, 0.501411, 1.326470 
